id_cliente,genero,idade,renda,score_credito,aprovado_real,pred_modelo_a,pred_modelo_b
663,F,62,5790.79,666.0,1,1,1
664,F,39,6838.22,478.0,0,0,0
665,M,61,3185.84,524.0,0,0,0
666,M,40,4160.32,625.0,0,1,0
667,M,26,5620.91,591.0,1,1,0
668,M,58,4586.12,651.0,1,0,0
669,M,22,2824.01,489.0,0,0,0
670,F,58,5121.92,632.0,0,1,0
671,M,23,5367.99,698.0,0,1,1
672,M,31,4631.94,644.0,1,1,1
673,M,50,4829.38,613.0,0,1,1
674,F,67,4111.94,591.0,0,0,1
675,M,41,6717.42,525.0,0,0,0
676,M,26,3148.96,594.0,1,0,1
677,M,32,3619.02,713.0,1,1,1
678,F,64,4516.48,589.0,0,0,1
679,M,56,5818.43,520.0,1,1,1
680,M,25,2253.94,556.0,0,1,0
681,M,39,2534.55,618.0,0,0,0
682,F,33,1443.41,566.0,0,0,0
683,M,29,4549.04,644.0,1,1,0
684,M,62,2822.54,647.0,0,0,0
685,F,51,3923.17,680.0,1,0,0
686,M,29,5492.07,728.0,1,1,1
687,F,52,3537.69,690.0,0,0,1
688,M,41,4846.92,516.0,1,0,0
689,F,24,4050.99,519.0,1,0,1
690,M,43,5508.17,593.0,1,0,0
691,M,30,5212.69,559.0,0,1,0
692,M,33,3462.1,498.0,0,1,0
693,M,64,4247.02,560.0,1,0,0
694,M,55,6065.62,557.0,1,0,1
695,F,27,5090.07,540.0,0,0,1
696,F,62,2404.56,572.0,1,0,1
697,M,49,5483.43,706.0,1,1,1
698,M,63,2873.08,618.0,0,1,1
699,F,57,6618.77,822.0,1,0,1
700,F,37,6036.15,615.0,0,0,1
701,M,47,4934.83,574.0,0,0,0
702,M,47,4735.85,600.0,0,1,0
703,F,56,4186.45,623.0,1,0,1
704,F,33,5517.79,639.0,1,1,1
705,F,37,3943.83,787.0,1,1,1
706,M,32,4853.35,524.0,1,1,0
707,F,35,5807.9,677.0,0,0,1
708,M,28,3657.29,619.0,0,0,1
709,F,22,3575.71,459.0,0,0,0
710,F,67,2708.45,669.0,1,0,0
711,M,24,2903.29,714.0,1,1,1
712,M,64,1757.41,523.0,0,0,0
713,M,21,5594.74,599.0,1,0,1
714,M,59,7213.37,445.0,0,0,0
715,M,37,6637.99,487.0,0,1,0
716,M,46,2060.87,694.0,0,1,0
717,M,34,5587.28,558.0,0,0,1
718,F,45,6633.16,500.0,1,0,0
719,F,43,3814.79,621.0,1,0,0
720,M,46,4652.17,553.0,0,1,0
721,F,40,1488.16,558.0,1,0,0
722,M,47,4900.1,667.0,1,0,1
723,M,61,2904.66,495.0,0,0,0
724,F,42,4799.45,519.0,1,1,0
725,M,38,2158.2,614.0,0,0,0
726,F,27,5314.29,687.0,1,0,0
727,M,38,6036.77,711.0,1,1,1
728,F,27,3325.23,540.0,1,0,0
729,F,29,2794.62,684.0,0,0,1
730,M,67,1265.97,529.0,0,0,0
731,M,25,4100.38,764.0,1,1,1
732,F,44,3627.61,498.0,1,0,0
733,M,61,2173.47,720.0,1,1,1
734,M,67,5179.53,541.0,1,0,0
735,F,28,3825.04,781.0,1,1,1
736,M,29,2886.4,653.0,1,0,1
737,M,39,3668.14,509.0,0,0,0
738,F,48,6106.96,553.0,0,0,0
739,M,68,5404.41,670.0,1,1,1
740,M,31,4304.96,695.0,1,1,1
741,M,29,5428.66,594.0,0,1,0
742,M,33,2758.63,604.0,0,0,0
743,M,63,4548.56,668.0,1,1,1
744,F,22,4720.98,612.0,0,0,1
745,M,39,3795.25,484.0,0,0,0
746,F,26,5153.19,527.0,0,1,0
747,M,28,3329.35,621.0,1,0,0
748,F,65,5264.73,709.0,1,0,1
749,F,21,5327.79,745.0,1,0,1
750,F,36,1200.0,670.0,0,0,1
751,M,65,6285.46,626.0,1,1,1
752,F,50,1200.0,667.0,0,0,1
753,F,24,3575.93,540.0,0,0,0
754,M,43,6038.02,586.0,0,1,0
755,M,68,4024.07,526.0,1,0,0
756,F,40,2300.72,488.0,0,0,0
757,M,46,2859.39,630.0,1,0,0
758,F,47,6040.36,617.0,1,0,0
759,F,53,1617.74,662.0,0,1,0
760,M,30,6193.49,649.0,1,1,0
761,F,62,4417.35,622.0,0,0,1
762,M,69,2711.41,650.0,1,0,0
763,M,27,3625.33,596.0,1,1,1
764,M,61,2974.16,637.0,1,0,1
765,F,61,5799.34,535.0,0,0,1
766,M,57,5598.64,633.0,1,1,1
767,M,39,1921.26,660.0,1,0,0
768,F,43,3894.61,540.0,0,0,1
769,F,62,3205.22,605.0,0,0,0
770,F,28,6440.26,544.0,1,0,1
771,M,61,2474.85,553.0,1,0,1
772,M,66,6906.34,499.0,0,1,0
773,F,54,4450.06,714.0,1,1,1
774,M,37,2757.1,696.0,1,1,0
775,M,48,3484.09,648.0,0,0,1
776,M,23,3297.57,777.0,1,1,1
777,F,66,2588.07,583.0,0,1,0
778,F,37,4642.24,850.0,1,1,1
779,F,23,2658.13,580.0,1,0,1
780,M,59,1229.45,623.0,1,0,0
781,M,53,3930.49,564.0,1,1,0
782,M,51,1795.72,634.0,1,1,0
783,F,23,3371.76,675.0,1,0,1
784,F,57,3136.35,590.0,0,0,0
785,F,52,3193.18,760.0,1,1,1
786,M,59,7501.44,622.0,1,1,0
787,F,61,4584.62,624.0,1,1,1
788,M,31,4868.06,518.0,0,0,1
789,M,31,1835.4,638.0,0,1,1
790,F,66,3519.06,588.0,1,0,0
791,F,47,4822.95,545.0,1,1,0
792,F,42,2963.21,530.0,0,0,0
793,M,35,5862.09,840.0,1,1,1
794,M,52,2695.96,576.0,0,0,0
795,F,57,4070.45,469.0,0,0,0
796,F,21,3620.92,537.0,0,0,0
797,M,48,4746.48,595.0,1,0,0
798,F,69,3539.26,649.0,1,1,1
799,F,34,4093.66,650.0,1,0,1
800,F,34,4145.8,661.0,1,1,1
801,F,64,3398.42,542.0,0,0,1
802,F,24,5227.64,631.0,1,1,0
803,M,40,4857.58,521.0,0,0,0
804,M,43,4367.08,544.0,0,0,0
805,M,60,3854.31,517.0,0,0,0
806,M,27,5694.82,493.0,0,0,0
807,M,42,4146.25,696.0,1,1,1
808,F,28,4039.95,662.0,1,1,1
809,F,59,4657.04,688.0,1,0,1
810,M,51,7044.88,604.0,1,0,1
811,F,45,2489.47,670.0,1,1,1
812,M,40,5654.79,441.0,0,0,1
813,M,28,1660.24,678.0,1,1,1
814,F,66,4825.91,616.0,1,1,0
815,M,52,6862.62,656.0,1,1,1
816,M,36,5233.0,634.0,0,1,1
817,F,41,4755.94,511.0,1,0,0
818,F,56,3659.33,465.0,0,0,0
819,M,56,4546.57,536.0,1,1,0
820,M,43,4121.91,651.0,0,0,1
821,F,35,3321.04,662.0,0,0,0
822,M,53,4065.19,477.0,0,0,0
823,F,53,4797.57,512.0,0,0,0
824,M,50,3349.17,535.0,0,0,0
825,M,24,3290.58,568.0,0,0,0
826,F,44,2459.63,477.0,1,0,0
827,M,51,5086.09,472.0,0,0,0
828,M,67,5317.98,526.0,0,0,0
829,M,46,4847.49,608.0,1,1,1
830,F,37,5947.76,494.0,1,0,0
831,F,48,4631.8,590.0,0,0,0
832,F,29,5088.02,695.0,0,1,1
833,F,25,4955.76,483.0,0,0,1
834,F,54,4362.69,581.0,0,0,0
835,M,69,3703.77,692.0,0,1,1
836,M,62,7821.23,562.0,1,1,0
837,M,49,3822.07,548.0,0,0,0
838,F,22,3501.18,705.0,1,1,0
839,F,69,5151.01,572.0,0,1,1
840,M,43,4877.78,699.0,1,1,1
841,F,35,2392.81,639.0,1,0,0
842,M,64,6184.02,569.0,0,0,0
843,M,57,4358.71,643.0,1,1,1
844,F,57,2833.6,629.0,0,1,1
845,F,34,6283.18,692.0,0,1,1
846,F,69,5438.51,551.0,1,0,1
847,F,43,2603.19,604.0,1,0,1
848,F,47,7165.77,594.0,1,1,1
849,M,57,5488.2,663.0,1,1,0
850,M,53,4484.71,508.0,0,0,1
851,M,29,6885.33,692.0,1,1,1
852,M,35,4738.95,642.0,0,1,0
853,M,38,4457.88,481.0,1,0,0
854,F,67,3509.55,709.0,1,1,1
855,F,56,5372.78,801.0,1,1,1
856,M,38,5214.9,690.0,1,1,1
857,F,57,4522.02,728.0,1,1,1
858,F,57,3315.02,608.0,1,0,0
859,M,40,4694.89,450.0,0,0,0
860,M,40,4395.3,434.0,0,0,0
861,M,64,2499.79,623.0,0,1,0
862,M,48,2292.28,547.0,0,0,0
863,F,28,5347.73,518.0,0,0,0
864,M,56,1200.0,594.0,0,0,0
865,M,49,4808.12,655.0,0,0,1
866,M,45,3782.88,469.0,0,0,0
867,M,56,6462.37,560.0,1,1,0
868,M,65,3759.8,736.0,1,1,0
869,F,37,5489.23,503.0,0,0,0
870,F,41,3904.63,678.0,1,0,1
871,F,30,4670.62,556.0,0,1,1
872,F,52,5605.25,649.0,1,1,1
873,F,40,3806.17,699.0,1,0,1
874,F,37,5994.83,667.0,1,1,1
875,M,55,3009.45,682.0,0,1,1
876,M,40,4941.89,496.0,0,0,0
877,M,43,5883.96,700.0,1,1,1
878,M,42,5490.06,523.0,0,0,1
879,M,33,7374.67,623.0,1,1,1
880,M,27,3354.84,623.0,0,1,0
881,F,61,2431.28,644.0,1,0,1
882,M,25,3008.5,630.0,0,1,0
883,F,36,5490.66,524.0,0,0,1
884,F,53,5246.88,479.0,0,0,0
885,M,27,4653.38,679.0,1,1,1
886,M,53,2815.56,617.0,0,0,0
887,F,56,5650.3,703.0,1,1,1
888,F,53,2662.94,596.0,1,0,0
889,F,35,6238.42,474.0,0,0,0
890,F,21,8786.16,687.0,1,1,1
891,F,64,5049.68,567.0,1,0,1
892,M,37,5374.66,631.0,1,1,1
893,M,60,3760.71,542.0,1,0,0
894,M,30,1784.68,748.0,1,1,1
895,M,28,3595.92,521.0,0,0,0
896,M,59,2860.66,570.0,0,0,0
897,M,67,2329.49,610.0,1,0,0
898,F,63,7083.54,502.0,1,1,0
899,F,57,4909.29,630.0,0,1,0
900,M,33,5069.53,745.0,1,0,1
901,F,65,4036.47,556.0,0,0,0
902,F,53,4240.69,636.0,1,0,0
903,F,29,5946.83,353.0,0,0,0
904,M,27,4451.49,596.0,0,1,0
905,F,63,5296.04,572.0,1,0,1
906,M,34,4205.99,526.0,0,0,0
907,F,58,3986.77,697.0,1,1,1
908,F,27,2389.63,571.0,0,0,0
909,F,34,1533.38,584.0,0,0,0
910,F,34,4107.66,566.0,0,0,0
911,M,34,4584.75,427.0,1,0,0
912,F,54,2570.8,498.0,0,0,0
913,F,65,4448.29,686.0,0,1,1
914,M,65,4580.63,410.0,0,0,0
915,M,57,1265.99,531.0,0,0,0
916,F,30,3127.31,564.0,0,0,0
917,M,68,5110.9,757.0,1,1,1
918,M,47,5080.59,669.0,1,1,1
919,F,47,2769.49,550.0,0,0,0
920,M,55,4737.67,717.0,1,1,1
921,M,58,6033.61,533.0,0,1,0
922,M,67,5665.61,691.0,1,1,1
923,F,49,4357.07,478.0,0,0,0
924,F,50,3798.04,697.0,0,0,1
925,F,57,3555.98,563.0,1,0,1
926,M,33,5201.73,507.0,0,0,0
927,M,36,4792.66,580.0,0,1,0
928,F,51,5444.11,625.0,1,1,1
929,F,24,4697.81,555.0,0,0,0
930,M,36,5728.15,650.0,1,1,1
931,M,56,4641.89,548.0,0,0,0
932,M,68,5677.03,656.0,1,1,1
933,F,46,5806.23,640.0,1,0,0
934,M,40,3293.21,595.0,0,0,0
935,F,42,1787.78,560.0,0,0,0
936,M,54,6815.24,614.0,0,0,0
937,F,47,4884.99,650.0,1,1,1
938,F,22,1928.27,786.0,1,0,1
939,F,47,3429.27,685.0,1,0,1
940,M,40,5657.81,688.0,0,1,1
941,M,55,4080.48,850.0,1,1,1
942,F,63,3731.91,646.0,0,0,1
943,M,68,6601.32,644.0,1,0,1
944,F,50,2929.07,663.0,1,0,1
945,F,38,3302.77,509.0,0,0,0
946,F,42,4817.08,560.0,1,0,0
947,M,29,5085.68,554.0,1,0,0
948,F,66,5244.51,658.0,0,0,0
949,M,62,5866.86,584.0,1,1,0
950,F,62,4797.87,612.0,1,0,1
951,F,37,5234.08,698.0,1,0,0
952,F,36,4111.19,678.0,1,0,0
953,M,62,4594.05,585.0,0,1,0
954,F,47,4661.3,540.0,0,0,0
955,M,55,4822.65,702.0,0,1,1
956,M,45,5658.81,670.0,1,1,1
957,F,42,5332.72,455.0,0,0,0
958,M,51,4566.33,572.0,1,0,0
959,M,60,3286.31,615.0,0,0,0
960,F,37,4601.51,670.0,1,0,1
961,F,60,4457.97,682.0,1,1,1
962,F,32,4789.77,626.0,0,0,1
963,M,40,7809.79,653.0,1,1,1
964,F,65,3714.34,606.0,1,1,0
965,M,67,5133.43,539.0,0,0,1
966,M,66,6102.69,576.0,1,0,0
967,M,36,4647.0,602.0,1,0,1
968,F,62,8006.77,597.0,1,0,0
969,M,66,3932.94,430.0,0,0,0
970,F,68,4986.13,564.0,0,0,1
971,F,22,3301.79,605.0,0,0,1
972,F,57,3972.71,575.0,0,0,0
973,F,69,4873.4,578.0,1,0,0
974,F,58,5769.46,644.0,0,0,0
975,F,32,4978.64,503.0,0,0,0
976,F,58,6388.67,453.0,0,0,0
977,F,26,4357.55,569.0,1,0,1
978,M,44,4001.75,669.0,1,1,1
979,F,51,8555.98,752.0,1,1,1
980,M,43,5091.36,670.0,1,1,1
981,M,55,3420.78,468.0,0,0,0
982,M,32,3458.6,579.0,1,0,0
983,M,50,3085.98,623.0,1,0,1
984,M,52,5904.85,616.0,1,1,1
985,M,52,3953.43,649.0,1,1,1
986,M,35,4691.04,517.0,0,0,1
987,M,35,4404.74,606.0,0,0,1
988,F,33,5597.24,638.0,1,1,1
989,F,43,3229.88,674.0,1,0,1
990,M,49,2886.64,527.0,0,0,0
991,F,38,4836.45,569.0,1,0,0
992,M,41,5401.44,357.0,0,0,0
993,F,35,4998.8,544.0,1,0,0
994,F,31,3285.82,553.0,1,0,1
995,M,53,5516.23,508.0,0,1,1
996,M,60,3384.21,615.0,1,0,1
997,M,35,3717.69,595.0,1,0,0
998,F,63,3084.07,397.0,0,0,0
999,M,48,6451.74,619.0,0,0,1
1000,M,29,5450.13,516.0,1,1,0
1001,M,38,5407.49,644.0,1,1,1
1002,M,21,6370.82,485.0,0,0,0
1003,M,22,8718.97,603.0,0,0,0
1004,M,37,1936.16,575.0,0,0,1
1005,F,43,3392.44,627.0,1,1,1
1006,M,60,3575.74,611.0,1,1,1
1007,M,27,3223.77,577.0,0,1,1
1008,M,62,2883.63,462.0,0,0,0
1009,M,32,4050.52,467.0,0,0,0
1010,M,27,2675.09,547.0,1,0,1
1011,F,55,5002.56,599.0,0,0,0
1012,M,58,4577.55,545.0,1,1,0
1013,F,50,5221.54,656.0,1,0,1
1014,F,26,5261.59,575.0,0,1,1
1015,M,26,5404.51,513.0,0,0,1
1016,M,40,3939.89,575.0,1,0,1
1017,F,43,7681.72,620.0,1,0,1
1018,F,69,4851.65,629.0,1,0,0
1019,F,35,1706.27,769.0,1,0,1
1020,F,30,2996.44,540.0,0,0,0
1021,F,67,1889.25,593.0,0,0,0
1022,F,28,4526.0,638.0,1,1,0
1023,M,22,4317.29,598.0,1,0,0
1024,M,41,3797.36,555.0,0,1,1
1025,M,40,7516.39,461.0,1,1,0
1026,F,51,5323.47,554.0,1,0,0
1027,F,64,5589.15,503.0,0,0,0
1028,F,66,3103.39,445.0,0,0,0
1029,M,35,3001.28,528.0,1,0,0
1030,F,69,4555.21,506.0,1,0,0
1031,F,52,4759.51,653.0,1,0,1
1032,F,24,1715.53,654.0,0,0,0
1033,M,66,4229.54,519.0,0,0,0
1034,F,27,4521.11,577.0,1,0,0
1035,F,49,4177.28,433.0,0,0,0
1036,M,59,3279.91,556.0,0,0,1
1037,M,33,3690.7,636.0,0,1,0
1038,F,34,4234.71,674.0,1,1,0
1039,F,44,4636.2,536.0,1,0,0
1040,M,64,5407.19,695.0,1,1,1
1041,M,31,6121.28,464.0,0,0,1
1042,M,53,4058.48,488.0,0,1,0
1043,F,43,3815.77,664.0,1,0,1
1044,F,26,5156.48,750.0,1,1,1
1045,M,55,5416.27,644.0,0,1,0
1046,F,61,3848.7,596.0,0,0,0
1047,F,49,5685.59,402.0,0,0,0
1048,M,29,5969.38,418.0,0,0,0
1049,M,28,6437.53,612.0,1,1,1
1050,F,41,7167.48,568.0,1,0,1
1051,M,45,3200.38,500.0,0,0,0
1052,F,48,4520.85,606.0,0,1,1
1053,M,32,4516.92,610.0,0,0,1
1054,M,45,4352.89,685.0,1,1,1
1055,F,35,3526.11,612.0,1,1,0
1056,M,54,2271.66,711.0,1,0,1
1057,F,60,4639.02,601.0,1,0,1
1058,M,52,3347.47,590.0,1,0,1
1059,F,21,4628.99,696.0,1,0,1
1060,F,69,3308.93,512.0,0,0,0
1061,M,22,2850.51,850.0,1,1,1
1062,M,69,4851.45,634.0,1,1,1
1063,F,22,4726.38,634.0,0,0,0
1064,M,46,5368.92,647.0,1,1,1
1065,M,26,7778.8,769.0,1,1,1
1066,F,25,4915.93,671.0,0,1,1
1067,M,54,5227.62,456.0,0,0,0
1068,M,56,2883.66,726.0,1,1,0
1069,F,26,2569.64,569.0,0,0,0
1070,F,68,6874.24,610.0,1,0,1
1071,M,36,3114.78,485.0,0,0,0
1072,F,36,2934.08,647.0,1,0,0
1073,M,35,4441.35,541.0,0,0,0
1074,M,43,4364.71,609.0,0,1,1
1075,F,29,3146.24,574.0,1,0,0
1076,F,41,4042.54,773.0,1,1,1
1077,M,31,6344.06,778.0,1,1,1
1078,F,23,3291.01,604.0,1,0,0
1079,F,39,2409.49,606.0,0,0,1
1080,M,53,5913.89,566.0,1,0,1
1081,M,58,5238.45,700.0,1,0,0
1082,M,38,3569.22,570.0,0,1,1
1083,M,36,2126.75,562.0,0,0,0
1084,M,59,3383.06,688.0,0,1,1
1085,F,54,4417.94,552.0,0,0,1
1086,M,61,6248.51,597.0,1,1,1
1087,M,65,2945.13,458.0,0,0,0
1088,M,61,4373.22,663.0,0,1,1
1089,M,66,5512.72,775.0,1,1,1
1090,F,41,1200.0,665.0,1,0,1
1091,M,40,6050.68,732.0,1,1,1
1092,F,36,2726.32,524.0,0,0,1
1093,M,32,4997.99,621.0,1,0,1
1094,F,57,4870.02,515.0,1,0,0
1095,F,56,6126.88,580.0,0,1,0
1096,F,60,5326.39,669.0,1,0,1
1097,M,29,1200.0,609.0,1,1,0
1098,M,45,3322.83,473.0,1,0,0
1099,F,31,4707.31,482.0,0,0,0
1100,F,64,4207.53,476.0,0,0,0
1101,F,34,5216.42,644.0,0,0,0
1102,F,28,5684.05,786.0,1,1,1
1103,M,48,5412.68,723.0,1,1,1
1104,F,64,4178.59,429.0,0,0,0
1105,F,65,1730.49,728.0,1,0,0
1106,F,25,3816.78,684.0,1,1,1
1107,F,36,5124.55,461.0,0,0,0
1108,M,28,2864.33,573.0,0,0,0
1109,M,36,5446.91,699.0,1,1,0
1110,F,47,5862.59,650.0,0,1,0
1111,M,34,4690.3,482.0,1,0,0
1112,F,24,1200.0,655.0,0,0,1
1113,F,45,2582.87,408.0,0,0,0
1114,F,23,7329.28,580.0,1,1,1
1115,F,32,3680.19,702.0,0,0,1
1116,F,21,1523.79,602.0,0,0,0
1117,M,25,6352.87,555.0,1,0,0
1118,M,42,4520.03,680.0,1,1,1
1119,M,62,6157.41,688.0,1,1,1
1120,F,58,4915.44,718.0,1,1,1
1121,F,25,5187.84,679.0,1,0,1
1122,F,22,5044.51,697.0,1,0,1
1123,F,37,5546.23,666.0,1,1,1
1124,F,52,7916.15,624.0,1,1,1
1125,M,57,5956.51,608.0,1,1,0
1126,M,61,2129.49,579.0,0,0,0
1127,M,37,5169.99,491.0,1,0,0
1128,M,29,6212.22,514.0,1,1,1
1129,M,22,6304.05,575.0,1,0,1
1130,M,28,3860.09,622.0,1,1,0
1131,F,24,6247.42,730.0,1,1,0
1132,M,63,5891.61,596.0,0,0,1
1133,M,34,8358.78,690.0,1,1,1
1134,M,61,3375.0,697.0,0,1,1
1135,M,48,3738.9,579.0,0,0,0
1136,F,47,4040.82,654.0,1,0,1
1137,M,43,3764.67,578.0,0,0,1
1138,F,61,3164.97,719.0,0,1,1
1139,M,23,1200.0,657.0,1,1,1
1140,M,25,3847.95,493.0,0,0,0
1141,M,41,5054.04,615.0,1,0,1
1142,F,40,3760.17,748.0,1,1,1
1143,M,47,7403.07,584.0,1,1,1
1144,M,57,4520.06,640.0,1,0,1
1145,F,49,6436.54,649.0,1,0,1
1146,F,33,4892.13,507.0,0,0,0
1147,M,37,5739.61,646.0,1,1,0
1148,M,57,4918.86,475.0,0,0,0
1149,M,30,6553.18,544.0,1,0,1
1150,M,45,4583.91,697.0,1,0,0
1151,F,47,5244.18,632.0,0,0,0
1152,M,57,5049.5,573.0,0,0,0
1153,F,56,4067.57,640.0,1,0,1
1154,M,43,5107.47,595.0,1,1,1
1155,F,36,7851.58,601.0,1,0,1
1156,M,39,4094.4,659.0,1,1,0
1157,F,41,5129.2,535.0,0,1,0
1158,M,31,6386.67,604.0,0,1,1
1159,F,51,6210.38,572.0,1,0,0
1160,F,31,4517.57,457.0,0,0,1
1161,M,52,1200.0,517.0,0,0,0
1162,F,57,5275.05,741.0,1,0,1
1163,M,68,1200.0,635.0,0,0,0
1164,M,26,6704.91,481.0,0,0,0
1165,M,58,4754.21,461.0,0,1,0
1166,F,25,5999.51,590.0,0,0,0
1167,F,37,3146.83,741.0,1,1,1
1168,F,29,2171.24,583.0,1,1,1
1169,M,28,4891.13,718.0,1,1,1
1170,M,29,4449.59,632.0,1,0,0
1171,M,23,3762.69,642.0,1,0,1
1172,M,61,4626.99,480.0,0,0,0
1173,F,23,8651.15,684.0,1,0,1
1174,F,40,5751.79,570.0,1,0,1
1175,F,55,6074.25,678.0,1,1,1
1176,F,69,5765.91,527.0,0,0,1
1177,F,62,6719.19,616.0,1,0,1
1178,F,27,4214.89,632.0,1,0,1
1179,F,69,1417.86,586.0,1,0,1
1180,F,53,4217.12,636.0,1,1,1
1181,M,29,5717.6,576.0,0,0,1
1182,M,42,3045.3,542.0,0,1,0
1183,M,65,4235.45,744.0,1,1,1
1184,F,40,3462.35,694.0,1,0,1
1185,F,29,6753.04,532.0,0,1,1
1186,F,63,5624.19,651.0,1,1,1
1187,F,67,5477.31,533.0,1,0,0
1188,M,68,5432.4,493.0,0,0,0
1189,M,67,4444.13,693.0,1,0,1
1190,F,63,4796.33,447.0,1,0,0
1191,F,43,2722.22,683.0,1,1,1
1192,F,30,1220.34,577.0,1,0,0
1193,F,51,4725.12,581.0,0,0,0
1194,M,31,4985.99,637.0,1,1,1
1195,M,44,6313.9,652.0,1,1,1
1196,M,53,6857.0,526.0,1,0,0
1197,M,67,6855.0,665.0,1,1,1
1198,M,35,3002.96,610.0,1,1,0
1199,M,33,3971.6,487.0,1,0,0
1200,M,57,5220.5,585.0,0,1,1
